iata_code	name	timezone
OGB	Orangeburg Municipal Airport	America/New_York
OGD	Ogden Municipal Airport	America/Denver
OGE	Ogeranang	Pacific/Port_Moresby
OGG	Kahului Airport	Pacific/Honolulu
OGL	Eugene F. Correira International Airport	America/Guyana
OGM	Ogobsucum Airport	America/Panama
OGN	Yonaguni Airport	Asia/Tokyo
OGO	Abengourou Airport	Africa/Abidjan
OGR	Bongor Airport	Africa/Ndjamena
OGS	Ogdensburg International Airport	America/New_York
OGU	Ordu - Giresun Airport	Europe/Istanbul
OGV	Ongava	Africa/Windhoek
OGX	Ouargla	Africa/Algiers
OGZ	Beslan Airport	Europe/Moscow
OHA	Ohakea Aerodrome	Pacific/Auckland
OHB	Moramanga	Indian/Antananarivo
OHC	Northeast Cape Air Force Station (historical)	America/Nome
OHD	"Ohrid ""St. Paul the Apostle"" Airport"	Europe/Skopje
OHE	Mohe Gulian Airport	Asia/Shanghai
OHH	Okha Airport	Asia/Sakhalin
OHI	Oshakati Airport	Africa/Windhoek
OHO	Okhotsk Airport	Asia/Vladivostok
OHR	Wyk auf Föhr	Europe/Berlin
OHS	Sohar Airport	Asia/Muscat
OHT	Kohat Airport	Asia/Karachi
OIA	Ourilandia	America/Santarem
OIC	Norwich	America/New_York
OIL	Oil City Seaplane Base	America/New_York
OIM	Oshima Airport	Asia/Tokyo
OIR	Okushiri Airport	Asia/Tokyo
OIT	Oita Airport	Asia/Tokyo
OJC	Johnson County Executive Airport	America/Chicago
OJU	Tanjung Api Airport	Asia/Makassar
OKA	Naha Airport	Asia/Tokyo
OKB	Orchid Beach Airport	Australia/Brisbane
OKC	Will Rogers World Airport	America/Chicago
OKD	Okadama Airport	Asia/Tokyo
OKE	Okinoerabu Airport	Asia/Tokyo
OKF	Okaukuejo	Africa/Windhoek
OKG	Okoyo Airport	Africa/Brazzaville
OKH	RAF Cottesmore	Europe/London
OKI	Oki Airport	Asia/Tokyo
OKJ	Okayama Airport	Asia/Tokyo
OKK	Kokomo Municipal Airport	America/Indiana/Indianapolis
OKL	Oksibil	Asia/Jayapura
OKM	Okmulgee Regional Airport	America/Chicago
OKN	Okondja Airport	Africa/Libreville
OKO	Yokota Air Base	Asia/Tokyo
OKP	Oksapmin	Pacific/Port_Moresby
OKQ	Okaba Airport	Asia/Jayapura
OKR	Yorke Island Airport	Australia/Brisbane
OKS	Oshkosh NE US Garden County	America/Denver
OKT	Oktyabrskiy Airport	Asia/Yekaterinburg
OKU	Mokuti Lodge Airport	Africa/Windhoek
OKV	Okao	Pacific/Port_Moresby
OKY	Oakey Aerodrome	Australia/Brisbane
OLA	Ørland Airport	Europe/Oslo
OLB	Olbia - Costa Smeralda Airport	Europe/Rome
OLC	São Paulo de Olivença	America/Manaus
OLD	Old Town / Dewitt Field	America/New_York
OLE	Olean	America/New_York
OLF	Wolf Point	America/Denver
OLG	Olare Airfield	Africa/Nairobi
OLH	Old Harbor Airport	America/Anchorage
OLI	Olafsvik	Atlantic/Reykjavik
OLJ	North West Santo Airport	Pacific/Efate
OLK	Fuerte Olimpo Airport	America/Asuncion
OLL	Oyo Ollombo Airport	Africa/Brazzaville
OLM	Olympia Regional Airport	America/Los_Angeles
OLN	Lago Musters Airport	America/Argentina/Catamarca
OLO	Olomouc Neředín Airport	Europe/Prague
OLP	Olympic Dam	Australia/Adelaide
OLQ	Olsobip	Pacific/Port_Moresby
OLR	FOB Salerno	Asia/Kabul
OLS	Nogales International Airport	America/Phoenix
OLT	Toledo Bus Station	Europe/Madrid
OLU	Columbus Municipal Airport	America/Chicago
OLV	Olive Branch Airport	America/Chicago
OLX	Ol Kiombo	Africa/Nairobi
OLY	Olney-Noble Airport	America/Chicago
OLZ	Olyokminsk Airport	Asia/Yakutsk
OMA	Omaha	America/Chicago
OMB	Omboue Hopital Airport	Africa/Libreville
OMC	Ormoc Airport	Asia/Manila
OMD	Oranjemund Airport	Africa/Windhoek
OME	Nome Airport	America/Nome
OMF	Mafraq	Asia/Amman
OMG	Omega Airport	Africa/Windhoek
OMH	Orumieh	Asia/Tehran
OMI	Omidiyeh	Asia/Tehran
OMJ	Ōmura Airport	Asia/Tokyo
OMK	Omak Airport	America/Los_Angeles
OML	Omkalai	Pacific/Port_Moresby
OMM	Marmul Airport	Asia/Muscat
OMN	Osmanabad Airport	Asia/Kolkata
OMO	Mostar International Airport	Europe/Sarajevo
OMR	Oradea International Airport	Europe/Bucharest
OMS	Tsentralny Airport	Asia/Omsk
OMY	Thbeng Meanchey Airport	Asia/Phnom_Penh
ONA	Winona Municipal Airport	America/Chicago
ONB	Ononge	Pacific/Port_Moresby
OND	Ondangwa Airport	Africa/Windhoek
ONE	Onepusu	Pacific/Guadalcanal
ONG	Mornington Island Airport	Australia/Brisbane
ONH	Oneonta Municipal Airport	America/New_York
ONI	Moanamani Airport	Asia/Jayapura
ONJ	Odate–Noshiro Airport	Asia/Tokyo
ONK	Olenyok Airport	Asia/Yakutsk
ONL	The O'Neill Municipal Airport	America/Chicago
ONM	Socorro Municipal Airport	America/Denver
ONN	Onion Bay	America/Anchorage
ONO	Ontario Municipal Airport	America/Boise
ONP	Newport Municipal Airport	America/Los_Angeles
ONQ	Caycuma	Europe/Istanbul
ONR	Monkira Airport	Australia/Brisbane
ONS	Onslow Airport	Australia/Perth
ONT	Ontario International Airport	America/Los_Angeles
ONU	Ono-I-Lau Airport	Pacific/Fiji
ONX	Colón	America/Panama
ONY	Olney	America/Chicago
OOA	Oskaloosa Municipal Airport	America/Chicago
OOD	Gudai-Darri Airstrip	Australia/Perth
OOK	Toksook Bay	America/Nome
OOL	Gold Coast Airport	Australia/Brisbane
OOM	Cooma–Snowy Mountains Airport	Australia/Sydney
OOR	Mooraberree Airport	Australia/Brisbane
OOT	Onotoa Airport	Pacific/Tarawa
OPA	Kópasker Airport	Atlantic/Reykjavik
OPB	Open Bay	Pacific/Port_Moresby
OPF	Opa-locka	America/New_York
OPI	Oenpelli	Australia/Darwin
OPL	St. Landry Parish Airport	America/Chicago
OPO	Francisco de Sá Carneiro Airport	Europe/Lisbon
OPQ	Puning Railway Station	Asia/Shanghai
OPS	Presidente João Batista Figueiredo Airport	America/Cuiaba
OPU	Balimo Airport	Pacific/Port_Moresby
OPW	Opuwo	Africa/Windhoek
OQN	West Goshen	America/New_York
OQR	Oradea Bus Station	Europe/Bucharest
ORA	Oran Airport	America/Argentina/Salta
ORB	Örebro Airport	Europe/Stockholm
ORC	Orocue Airport	America/Bogota
ORD	Chicago O'Hare International Airport	America/Chicago
ORE	Orléans – Saint-Denis-de-l'Hôtel Airport	Europe/Paris
ORF	Norfolk International Airport	America/New_York
ORG	Zorg en Hoop Airport	America/Paramaribo
ORH	Worcester Regional Airport	America/New_York
ORI	Port Lions Airport	America/Anchorage
ORJ	Orinduik Airport	America/Guyana
ORK	Cork Airport	Europe/Dublin
ORL	Orlando	America/New_York
ORM	Sywell Aerodrome	Europe/London
ORN	Oran / Es Senia	Africa/Algiers
ORO	Yoro	America/Tegucigalpa
ORP	Orapa Airport	Africa/Gaborone
ORQ	Norwalk	America/New_York
ORR	Yorketown Airport	Australia/Adelaide
ORS	Orpheus Island Waterport Seaplane Base	Australia/Brisbane
ORT	Northway Airport	America/Anchorage
ORU	Oruro Airport	America/La_Paz
ORV	Robert (Bob) Curtis Memorial Airport	America/Anchorage
ORW	Ormara Airport	Asia/Karachi
ORX	Oriximiná Airport	America/Santarem
ORY	Paris Orly Airport	Europe/Paris
ORZ	Orange Walk	America/Belize
OSA	Osaka	Asia/Tokyo
OSB	Osage Beach	America/Chicago
OSC	Oscoda-Wurtsmith Airport	America/Detroit
OSD	Åre	Europe/Stockholm
OSE	Omora	Pacific/Port_Moresby
OSF	Ostafyevo International Airport	Europe/Moscow
OSG	Ossima	Pacific/Port_Moresby
OSH	Wittman Regional Airport	America/Chicago
OSI	Osijek Airport	Europe/Zagreb
OSJ	Ol Seki Airfield	Africa/Nairobi
OSK	Oskarshamn Airport	Europe/Stockholm
OSL	Oslo Airport, Gardermoen	Europe/Oslo
OSM	Mosul International Airport	Asia/Baghdad
OSN	Osan Ab	Asia/Seoul
OSO	Osborne Mine	Australia/Brisbane
OSQ	Siping East Railway Station	Asia/Shanghai
OSR	Leoš Janáček Airport Ostrava	Europe/Prague
OSS	Osh International Airport	Asia/Bishkek
OST	Ostend-Bruges International Airport	Europe/Brussels
OSU	Ohio State University Airport	America/New_York
OSW	Orsk Airport	Asia/Yekaterinburg
OSX	Kosciusko-Attala County Airport	America/Chicago
OSY	Namsos Lufthavn	Europe/Oslo
OSZ	Koszalin	Europe/Warsaw
OTA	Mota	Africa/Addis_Ababa
OTC	Bol Berim	Africa/Ndjamena
OTD	Contadora Airport	America/Panama
OTG	Worthington Municipal Airport	America/Chicago
OTH	Southwest Oregon Regional Airport	America/Los_Angeles
OTI	Pitu Airport	Asia/Jayapura
OTJ	Otjiwarongo	Africa/Windhoek
OTK	Tillamook Airport	America/Los_Angeles
OTL	Boutilimit	Africa/Nouakchott
OTM	Ottumwa Industrial Airport	America/Chicago
OTN	Oaktown	America/Indiana/Vincennes
OTO	Otto Vor Airport	America/Denver
OTP	Henri Coandă International Airport	Europe/Bucharest
OTR	Coto 47 Airport	America/Costa_Rica
OTS	Anacortes Airport	America/Los_Angeles
OTT	Cotriguacu	America/Cuiaba
OTU	Otú Airport	America/Bogota
OTV	Ontong Java Atoll Airport	Pacific/Guadalcanal
OTY	Oria	Pacific/Bougainville
OTZ	Ralph Wien Memorial Airport	America/Nome
OUA	Ouagadougou Airport	Africa/Ouagadougou
OUB	Ourense Bus Station	Europe/Madrid
OUD	Angads Airport	Africa/Casablanca
OUE	Ouesso	Africa/Brazzaville
OUG	Ouahigouya Airport	Africa/Ouagadougou
OUH	Oudtshoorn Airport	Africa/Johannesburg
OUI	Ban Huoeisay Airport	Asia/Vientiane
OUK	Out Skerries Airport	Europe/London
OUL	Oulu Airport	Europe/Helsinki
OUM	Oum Hadjer Airport	Africa/Ndjamena
OUN	University of Oklahoma Westheimer Airport	America/Chicago
OUQ	Ourense Railway Station	Europe/Madrid
OUR	Batouri Airport	Africa/Douala
OUS	Ourinhos Airport	America/Sao_Paulo
OUT	Bousso Airport	Africa/Ndjamena
OUU	Ouanga	Africa/Libreville
OUZ	Tazadit Airport	Africa/Nouakchott
OVA	Bekily	Indian/Antananarivo
OVB	Tolmachevo Airport	Asia/Novosibirsk
OVD	Asturias Airport	Europe/Madrid
OVE	Oroville Municipal Airport	America/Los_Angeles
OVG	Overberg District Municipality	Africa/Johannesburg
OVI	Oviedo Railway Station	Europe/Madrid
OVL	El Tuqui	America/Santiago
OVR	Olavarria Airport	America/Argentina/Buenos_Aires
OVS	Sovetskiy Airport	Asia/Yekaterinburg
OWA	Owatonna Degner Regional Airport	America/Chicago
OWB	Owensboro–Daviess County Regional Airport	America/Chicago
OWD	Norwood Memorial Airport	America/New_York
OWE	Owendo	Africa/Libreville
OWK	Norridgewock	America/New_York
OWZ	Pseudo city code	America/Winnipeg
OXB	Bissau Airport	Africa/Bissau
OXC	Waterbury-Oxford Airport	America/New_York
OXD	Oxford	America/New_York
OXF	London Oxford Airport	Europe/London
OXO	Orientos	Australia/Brisbane
OXQ	Oxford Railway Station	Europe/London
OXR	Oxnard Airport	America/Los_Angeles
OXY	Morney Airport	Australia/Brisbane
OYA	Goya Airport	America/Argentina/Cordoba
OYC	Camopi Airport	America/Cayenne
OYE	Oyem Airport	Africa/Libreville
OYG	Moyo Airport	Africa/Kampala
OYK	Oiapoque	America/Belem
OYL	Moyale Airport	Africa/Nairobi
OYN	Ouyen Airport	Australia/Melbourne
OYO	Tres Arroyos Airport	America/Argentina/Buenos_Aires
OYP	Saint-Georges	America/Cayenne
OYS	Yosemite National Park	America/Los_Angeles
OZA	Ozona TX US Municipal	America/Chicago
OZC	Ozamiz City Airport	Asia/Manila
OZG	Zagora Airport	Africa/Casablanca
OZH	Zaporizhia International Airport	Europe/Zaporozhye
OZI	Bobadilla ES Railway Station	Europe/Madrid
OZL	Órzola Ferry Port	Atlantic/Canary
OZP	Morón Air Base	Europe/Madrid
OZR	Cairns Army Airfield (Fort Rucker)	America/Chicago
OZU	Montilla	Europe/Madrid
OZZ	Ouarzazate Airport	Africa/Casablanca
PAA	Hpa-An Airport	Asia/Yangon
PAB	Bilaspur Airport	Asia/Kolkata
PAC	"Albrook ""Marcos A. Gelabert"" International Airport"	America/Panama
PAD	Paderborn Lippstadt Airport	Europe/Berlin
PAE	Snohomish County Airport (Paine Field)	America/Los_Angeles
PAF	Pakuba Airport	Africa/Kampala
PAG	Pagadian Airport	Asia/Manila
PAH	Barkley Regional Airport	America/Chicago
PAJ	Parachinar Airport	Asia/Karachi
PAK	Hanapēpē	Pacific/Honolulu
PAL	Captain Germán Olano Moreno Air Base	America/Bogota
PAM	Tyndall Air Force Base	America/Chicago
PAN	Pattani	Asia/Bangkok
PAO	Palo Alto Airport of Santa Clara County	America/Los_Angeles
PAP	Port-au-Prince	America/Port-au-Prince
PAQ	Palmer Municipal Airport	America/Anchorage
PAR	Paris	Europe/Paris
PAS	Paros National Airport	Europe/Athens
PAT	Lok Nayak Jayaprakash Airport	Asia/Kolkata
PAU	Pauk Airport	Asia/Yangon
PAV	Paulo Afonso	America/Maceio
PAW	Pambwa	Pacific/Port_Moresby
PAX	Port de Paix Airport	America/Port-au-Prince
PAY	Pamol Airport	Asia/Kuching
PAZ	El Tajín National Airport	America/Mexico_City
PBA	Point Barrow Airport	America/Anchorage
PBB	Paranaiba	America/Campo_Grande
PBC	Hermanos Serdán International Airport	America/Mexico_City
PBD	Porbandar Airport	Asia/Kolkata
PBE	Puerto Berrio Airport	America/Bogota
PBF	Pine Bluff	America/Chicago
PBG	Plattsburgh Air Force Base	America/New_York
PBH	Paro Airport	Asia/Thimphu
PBI	Palm Beach International Airport	America/New_York
PBJ	Paama Airport	Pacific/Efate
PBK	Pack Creek	America/Juneau
PBL	Bartolomé Salom Airport	America/Caracas
PBM	Johan Adolf Pengel International Airport	America/Paramaribo
PBN	Porto Amboim Airport	Africa/Luanda
PBO	Paraburdoo	Australia/Perth
PBP	Punta Islita Airport	America/Costa_Rica
PBQ	Pimenta Bueno Airport	America/Porto_Velho
PBR	Puerto Barrios Airport	America/Guatemala
PBS	Patong	Asia/Bangkok
PBT	Puerto Leda Airport	America/Asuncion
PBU	Putao Airport	Asia/Yangon
PBV	Portos Dos Gauchos	America/Cuiaba
PBW	Palibelo	Asia/Makassar
PBX	Porto Alegre	America/Cuiaba
PBY	Long Island Palm Bay QL AU Hel	Australia/Brisbane
PBZ	Plettenberg Bay Airport	Africa/Johannesburg
PCA	Portage Creek Airport	America/Anchorage
PCB	Pondok Cabe Air Base	Asia/Jakarta
PCC	Puerto Rico CO	America/Bogota
PCD	Prairie du Chien	America/Chicago
PCE	Painter Creek Airport	America/Anchorage
PCF	Potchefstroom	Africa/Johannesburg
PCG	Paso Caballos	America/Guatemala
PCH	Palacios	America/Tegucigalpa
PCI	Palencia Railway Station	Europe/Madrid
PCJ	Puerto La Victoria Airport	America/Asuncion
PCK	Porcupine Creek Airport	America/Anchorage
PCL	FAP Captain David Abenzur Rengifo International Airport	America/Lima
PCM	Playa del Carmen Airport	America/Cancun
PCN	Picton Aerodrome	Pacific/Auckland
PCO	Punta Colorada	America/Mazatlan
PCP	Príncipe Airport	Africa/Sao_Tome
PCQ	Bounneua	Asia/Vientiane
PCR	Puerto Carreno / A. Guauquea	America/Bogota
PCS	Picos Airport	America/Fortaleza
PCT	Princeton Airport	America/New_York
PCU	Poplarville-Pearl River County Airport	America/Chicago
PCV	Punta Chivato Airport	America/Mazatlan
PCW	Par Railway Station	Europe/London
PDA	Obando Airport	America/Bogota
PDB	Pedro Bay Airport	America/Anchorage
PDC	Mueo Airport	Pacific/Noumea
PDD	Ponta Do Ouro	Africa/Maputo
PDE	Pandie Pandie Airport	Australia/Adelaide
PDF	Prado Airport	America/Bahia
PDG	Minangkabau International Airport	Asia/Jakarta
PDI	Pindiu	Pacific/Port_Moresby
PDK	Dekalb-Peachtree Airport	America/New_York
PDL	Ponta Delgada	Atlantic/Azores
PDM	Capt. J. Montenegro Airport	America/Panama
PDN	Parndana	Australia/Adelaide
PDO	Pendopo Airport	Asia/Jakarta
PDP	Capitán de Corbeta Carlos A. Curbelo International Airport	America/Montevideo
PDR	Presidente Dutra	America/Fortaleza
PDS	Piedras Negras	America/Matamoros
PDT	Eastern Oregon Regional Airport	America/Los_Angeles
PDU	Paysandú Airport	America/Montevideo
PDV	Plovdiv Airport	Europe/Sofia
PDX	Portland International Airport	America/Los_Angeles
PDZ	Pedernales Airport	America/Caracas
PEA	Penneshaw Airport	Australia/Adelaide
PEB	Pebane	Africa/Maputo
PEC	Pelican Seaplane Base	America/Juneau
PED	Pardubice Airport	Europe/Prague
PEE	Perm International Airport	Asia/Yekaterinburg
PEF	Peenemünde	Europe/Berlin
PEG	Perugia San Francesco d'Assisi – Umbria International Airport	Europe/Rome
PEH	Comodoro Pedro Zanni Airport	America/Argentina/Buenos_Aires
PEI	Pereira / Matecana	America/Bogota
PEJ	Peschici	Europe/Rome
PEK	Beijing Capital International Airport	Asia/Shanghai
PEL	Pelaneng Airport	Africa/Maseru
PEM	Puerto Maldonado	America/Lima
PEN	Penang International Airport	Asia/Kuala_Lumpur
PEP	Peppimenarti Airport	Australia/Darwin
PEQ	Pecos Municipal Airport	America/Chicago
PER	Perth Airport	Australia/Perth
PES	Petrozavodsk Airport	Europe/Moscow
PET	Pelotas	America/Sao_Paulo
PEU	Puerto Lempira Airport	America/Tegucigalpa
PEV	Pecs - Pogany Airport	Europe/Budapest
PEW	Bacha Khan International Airport	Asia/Karachi
PEX	Pechora Airport	Europe/Moscow
PEY	Penong	Australia/Adelaide
PEZ	Penza Airport	Europe/Moscow
PFA	Harbin Pingfang General Airport	Asia/Shanghai
PFB	Passo Fundo	America/Sao_Paulo
PFC	Pacific City State Airport	America/Los_Angeles
PFD	Port Frederick Seaplane Base	America/Juneau
PFE	Ponferrada Bus Station	Europe/Madrid
PFJ	Patreksfjordur Airport	Atlantic/Reykjavik
PFL	Florenc Bus Terminal	Europe/Prague
PFM	Primrose	America/Edmonton
PFN	Panama City–Bay County International Airport	America/Chicago
PFO	Paphos International Airport	Asia/Nicosia
PFQ	Parsabad-Moghan Airport	Asia/Tehran
PFR	Ilebo	Africa/Lubumbashi
PGA	Page Municipal Airport	America/Phoenix
PGB	Pangoa	Pacific/Port_Moresby
PGC	Petersburg WV US Grant County	America/New_York
PGD	Punta Gorda	America/New_York
PGE	Yegepa	Pacific/Port_Moresby
PGF	Perpignan–Rivesaltes Airport	Europe/Paris
PGG	Progresso	America/Rio_Branco
PGH	Pantnagar Airport	Asia/Kolkata
PGI	Chitato Airport	Africa/Luanda
PGK	Depati Amir Airport	Asia/Jakarta
PGL	Trent Lott International Airport	America/Chicago
PGM	Port Graham	America/Anchorage
PGN	Pangia	Pacific/Port_Moresby
PGO	Pagosa Springs	America/Denver
PGP	Porto Alegre	Africa/Sao_Tome
PGQ	Pekaulang	Asia/Jayapura
PGR	Paragould	America/Chicago
PGS	Peach Springs	America/Phoenix
PGU	Persian Gulf International Airport	Asia/Tehran
PGV	Pitt-Greenville Airport	America/New_York
PGX	Périgueux - Bassillac Airport	Europe/Paris
PGZ	Ponta Grossa Airport	America/Sao_Paulo
PHA	Phan Rang Air Base	Asia/Ho_Chi_Minh
PHB	Parnaiba Aeroporto	America/Fortaleza
PHC	Port Harcourt	Africa/Lagos
PHD	New Philadelphia	America/New_York
PHE	Port Hedland Pardoo	Australia/Perth
PHF	Newport News-Williamsburg International Airport	America/New_York
PHG	Port Harcourt City Airport	Africa/Lagos
PHH	Phan Thiet Airport	Asia/Ho_Chi_Minh
PHI	Pinheiro Airport	America/Fortaleza
PHJ	Newcastle NS AU Harbour Helipo	Australia/Sydney
PHK	Palm Beach County Glades Airport	America/New_York
PHL	Philadelphia	America/New_York
PHN	St Clair County International Airport	America/Detroit
PHO	Point Hope	America/Nome
PHP	Philip Municipal Airport	America/Denver
PHQ	Phosphate Hill	Australia/Brisbane
PHR	Pacific Harbour	Pacific/Fiji
PHS	Phitsanulok	Asia/Bangkok
PHT	Paris	America/Chicago
PHU	Phuoc Long Airport	Asia/Ho_Chi_Minh
PHW	Hendrik Van Eck Airport	Africa/Johannesburg
PHX	Phoenix Sky Harbor International Airport	America/Phoenix
PHY	Phetchabun Airport	Asia/Bangkok
PHZ	Ko Phi Phi Don	Asia/Bangkok
PIA	Peoria	America/Chicago
PIB	Hattiesburg–Laurel Regional Airport	America/Chicago
PIC	Pine Cay Airport	America/Grand_Turk
PID	Nassau Paradise Island Airport	America/Nassau
PIE	St. Petersburg–Clearwater International Airport	America/New_York
PIF	Pingtung South Air Force Base	Asia/Taipei
PIG	Pitinga	America/Boa_Vista
PIH	Pocatello Regional Airport	America/Boise
PII	Fairbanks Phillips Field	America/Anchorage
PIK	Prestwick Airport	Europe/London
PIL	Carlos Miguel Gimenez Airport	America/Asuncion
PIM	Pine Mountain	America/New_York
PIN	Parintins Airport	America/Manaus
PIO	Capitán FAP Renán Elías Olivera Airport	America/Lima
PIP	Pilot Point Airport	America/Anchorage
PIQ	Pipillipai	America/Guyana
PIR	Pierre Municipal Airport	America/Chicago
PIS	Poitiers–Biard Airport	Europe/Paris
PIT	Pittsburgh	America/New_York
PIU	Capitán FAP Guillermo Concha Iberico International Airport	America/Lima
PIV	Pirapora	America/Sao_Paulo
PIW	Pikwitonei Airport	America/Winnipeg
PIX	Pico Airport	Atlantic/Azores
PIZ	Point Lay LRRS Airport	America/Nome
PJA	Pajala Airport	Europe/Stockholm
PJB	Payson Airport	America/Phoenix
PJC	Dr Augusto Roberto Fuster International Airport	America/Asuncion
PJG	Panjgur Airport	Asia/Karachi
PJI	Baoji Bus Station	Asia/Shanghai
PJM	Puerto Jiménez Airport	America/Costa_Rica
PJS	Port San Juan	America/Anchorage
PJZ	Puerto Juárez	America/Cancun
PKA	Napaskiak	America/Anchorage
PKB	Wood County Airport	America/New_York
PKC	Yelizovo Airport	Asia/Kamchatka
PKD	Park Rapids Municipal-Konshok Field Airport	America/Chicago
PKE	Parkes Airport	Australia/Sydney
PKF	Park Falls Municipal Airport	America/Chicago
PKG	Pangkor Airport	Asia/Kuala_Lumpur
PKH	Porto Cheli Airport	Europe/Athens
PKJ	Playa Grande Airport	America/Guatemala
PKK	Pakhokku Airport	Asia/Yangon
PKL	Pakatoa Island	Pacific/Auckland
PKM	Port Kaituma Airport	America/Guyana
PKN	Iskandar Airport	Asia/Pontianak
PKO	Parakou Airport	Africa/Porto-Novo
PKP	Puka Puka Airport	Pacific/Tahiti
PKR	Pokhara Airport	Asia/Kathmandu
PKS	Paksane	Asia/Vientiane
PKT	Wadeye	Australia/Darwin
PKU	Sultan Syarif Kasim II International Airport	Asia/Jakarta
PKV	Pskov Airport	Europe/Moscow
PKW	Selebi Phikwe	Africa/Gaborone
PKX	Beijing Daxing International Airport	Asia/Shanghai
PKY	Tjilik Riwut Airport	Asia/Pontianak
PKZ	Pakse International Airport	Asia/Vientiane
PLA	Planadas Cano Saldano Airport	America/Bogota
PLB	Plattsburgh	America/New_York
PLC	Planeta Rica	America/Bogota
PLD	Playa Sámara Carillo Airport	America/Costa_Rica
PLE	Paiela	Pacific/Port_Moresby
PLF	Pala	Africa/Ndjamena
PLG	La Plagne FR	Europe/Paris
PLH	Plymouth City Airport	Europe/London
PLI	Palm Island	America/St_Vincent
PLJ	Placencia Airport	America/Belize
PLK	Point Lookout	America/Chicago
PLL	Manaus Air Force Base	America/Manaus
PLM	Sultan Mahmud Badaruddin II Airport	Asia/Jakarta
PLN	Pellston Regional Airport of Emmet County	America/Detroit
PLO	Port Lincoln Airport	Australia/Adelaide
PLP	La Palma Airport	America/Panama
PLQ	Palanga International Airport	Europe/Vilnius
PLR	St Clair County Airport	America/Chicago
PLS	Providenciales International Airport	America/Grand_Turk
PLT	Plato	America/Bogota
PLU	Carlos Drummond de Andrade Airport	America/Sao_Paulo
PLV	Poltava - Suprunivka Airport	Europe/Zaporozhye
PLW	Mutiara SIS Al-Jufrie Airport	Asia/Makassar
PLX	Semey Airport	Asia/Almaty
PLY	Plymouth Municipal Airport	America/Indiana/Indianapolis
PLZ	Port Elizabeth Airport	Africa/Johannesburg
